DistrictNo,DistrictNameThai,DistrictNameEnglish,DistrictMOI_ID,DistrictOffice,DistrictGoverningAgency,DistrictGoverningAgencyCodeCitizenInfo,TopExecutivePosition,TopExecutivePositionandDistrict,ProvinceMOI_ID,ProvinceNameThai,RegionID,RegionName,ProvincialClusterID,ProvincialClusterName
235,อำเภอละหานทราย,Lahan Sai District,3106,ที่ว่าการอำเภอละหานทราย,ที่ทำการปกครองอำเภอละหานทราย,0112140331060,นายอำเภอ,นายอำเภอละหานทราย,31,จังหวัดบุรีรัมย์,5,ภาคตะวันออกเฉียงเหนือ,54,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 1
236,อำเภอประโคนชัย,Prakhon Chai District,3107,ที่ว่าการอำเภอประโคนชัย,ที่ทำการปกครองอำเภอประโคนชัย,0112140331070,นายอำเภอ,นายอำเภอประโคนชัย,31,จังหวัดบุรีรัมย์,5,ภาคตะวันออกเฉียงเหนือ,54,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 1
237,อำเภอบ้านกรวด,Ban Kruat District,3108,ที่ว่าการอำเภอบ้านกรวด,ที่ทำการปกครองอำเภอบ้านกรวด,0112140331080,นายอำเภอ,นายอำเภอบ้านกรวด,31,จังหวัดบุรีรัมย์,5,ภาคตะวันออกเฉียงเหนือ,54,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 1
238,อำเภอพุทไธสง,Phutthaisong District,3109,ที่ว่าการอำเภอพุทไธสง,ที่ทำการปกครองอำเภอพุทไธสง,0112140331090,นายอำเภอ,นายอำเภอพุทไธสง,31,จังหวัดบุรีรัมย์,5,ภาคตะวันออกเฉียงเหนือ,54,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 1
239,อำเภอลำปลายมาศ,Lam Plai Mat District,3110,ที่ว่าการอำเภอลำปลายมาศ,ที่ทำการปกครองอำเภอลำปลายมาศ,0112140331100,นายอำเภอ,นายอำเภอลำปลายมาศ,31,จังหวัดบุรีรัมย์,5,ภาคตะวันออกเฉียงเหนือ,54,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 1
240,อำเภอสตึก,Satuek District,3111,ที่ว่าการอำเภอสตึก,ที่ทำการปกครองอำเภอสตึก,0112140331110,นายอำเภอ,นายอำเภอสตึก,31,จังหวัดบุรีรัมย์,5,ภาคตะวันออกเฉียงเหนือ,54,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 1
241,อำเภอปะคำ,Pakham District,3112,ที่ว่าการอำเภอปะคำ,ที่ทำการปกครองอำเภอปะคำ,0112140331120,นายอำเภอ,นายอำเภอปะคำ,31,จังหวัดบุรีรัมย์,5,ภาคตะวันออกเฉียงเหนือ,54,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 1
242,อำเภอนาโพธิ์,Na Pho District,3113,ที่ว่าการอำเภอนาโพธิ์,ที่ทำการปกครองอำเภอนาโพธิ์,0112140331130,นายอำเภอ,นายอำเภอนาโพธิ์,31,จังหวัดบุรีรัมย์,5,ภาคตะวันออกเฉียงเหนือ,54,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 1
243,อำเภอหนองหงส์,Nong Hong District,3114,ที่ว่าการอำเภอหนองหงส์,ที่ทำการปกครองอำเภอหนองหงส์,0112140331140,นายอำเภอ,นายอำเภอหนองหงส์,31,จังหวัดบุรีรัมย์,5,ภาคตะวันออกเฉียงเหนือ,54,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 1
244,อำเภอพลับพลาชัย,Phlapphla Chai District,3115,ที่ว่าการอำเภอพลับพลาชัย,ที่ทำการปกครองอำเภอพลับพลาชัย,0112140331150,นายอำเภอ,นายอำเภอพลับพลาชัย,31,จังหวัดบุรีรัมย์,5,ภาคตะวันออกเฉียงเหนือ,54,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 1
245,อำเภอห้วยราช,Huai Rat District,3116,ที่ว่าการอำเภอห้วยราช,ที่ทำการปกครองอำเภอห้วยราช,0112140331160,นายอำเภอ,นายอำเภอห้วยราช,31,จังหวัดบุรีรัมย์,5,ภาคตะวันออกเฉียงเหนือ,54,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 1
246,อำเภอโนนสุวรรณ,Non Suwan District,3117,ที่ว่าการอำเภอโนนสุวรรณ,ที่ทำการปกครองอำเภอโนนสุวรรณ,0112140331170,นายอำเภอ,นายอำเภอโนนสุวรรณ,31,จังหวัดบุรีรัมย์,5,ภาคตะวันออกเฉียงเหนือ,54,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 1
247,อำเภอชำนิ,Chamni District,3118,ที่ว่าการอำเภอชำนิ,ที่ทำการปกครองอำเภอชำนิ,0112140331180,นายอำเภอ,นายอำเภอชำนิ,31,จังหวัดบุรีรัมย์,5,ภาคตะวันออกเฉียงเหนือ,54,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 1
248,อำเภอบ้านใหม่ไชยพจน์,Ban Mai Chaiyaphot District,3119,ที่ว่าการอำเภอบ้านใหม่ไชยพจน์,ที่ทำการปกครองอำเภอบ้านใหม่ไชยพจน์,0112140331190,นายอำเภอ,นายอำเภอบ้านใหม่ไชยพจน์,31,จังหวัดบุรีรัมย์,5,ภาคตะวันออกเฉียงเหนือ,54,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 1
249,อำเภอโนนดินแดง,Non Din Daeng District,3120,ที่ว่าการอำเภอโนนดินแดง,ที่ทำการปกครองอำเภอโนนดินแดง,0112140331200,นายอำเภอ,นายอำเภอโนนดินแดง,31,จังหวัดบุรีรัมย์,5,ภาคตะวันออกเฉียงเหนือ,54,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 1
250,อำเภอบ้านด่าน,Ban Dan District,3121,ที่ว่าการอำเภอบ้านด่าน,ที่ทำการปกครองอำเภอบ้านด่าน,0112140331210,นายอำเภอ,นายอำเภอบ้านด่าน,31,จังหวัดบุรีรัมย์,5,ภาคตะวันออกเฉียงเหนือ,54,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 1
251,อำเภอแคนดง,Khaen Dong District,3122,ที่ว่าการอำเภอแคนดง,ที่ทำการปกครองอำเภอแคนดง,0112140331220,นายอำเภอ,นายอำเภอแคนดง,31,จังหวัดบุรีรัมย์,5,ภาคตะวันออกเฉียงเหนือ,54,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 1
252,อำเภอเฉลิมพระเกียรติ,Chaloem Phra Kiat District,3123,ที่ว่าการอำเภอเฉลิมพระเกียรติ,ที่ทำการปกครองอำเภอเฉลิมพระเกียรติ,0112140331230,นายอำเภอ,นายอำเภอเฉลิมพระเกียรติ,31,จังหวัดบุรีรัมย์,5,ภาคตะวันออกเฉียงเหนือ,54,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 1
253,อำเภอเมืองสุรินทร์,Mueang Surin District,3201,ที่ว่าการอำเภอเมืองสุรินทร์,ที่ทำการปกครองอำเภอเมืองสุรินทร์,0112140332010,นายอำเภอ,นายอำเภอเมืองสุรินทร์,32,จังหวัดสุรินทร์,5,ภาคตะวันออกเฉียงเหนือ,54,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 1
254,อำเภอชุมพลบุรี,Chumphon Buri District,3202,ที่ว่าการอำเภอชุมพลบุรี,ที่ทำการปกครองอำเภอชุมพลบุรี,0112140332020,นายอำเภอ,นายอำเภอชุมพลบุรี,32,จังหวัดสุรินทร์,5,ภาคตะวันออกเฉียงเหนือ,54,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 1
255,อำเภอท่าตูม,Tha Tum District,3203,ที่ว่าการอำเภอท่าตูม,ที่ทำการปกครองอำเภอท่าตูม,0112140332030,นายอำเภอ,นายอำเภอท่าตูม,32,จังหวัดสุรินทร์,5,ภาคตะวันออกเฉียงเหนือ,54,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 1
256,อำเภอจอมพระ,Chom Phra District,3204,ที่ว่าการอำเภอจอมพระ,ที่ทำการปกครองอำเภอจอมพระ,0112140332040,นายอำเภอ,นายอำเภอจอมพระ,32,จังหวัดสุรินทร์,5,ภาคตะวันออกเฉียงเหนือ,54,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 1
257,อำเภอปราสาท,Prasat District,3205,ที่ว่าการอำเภอปราสาท,ที่ทำการปกครองอำเภอปราสาท,0112140332050,นายอำเภอ,นายอำเภอปราสาท,32,จังหวัดสุรินทร์,5,ภาคตะวันออกเฉียงเหนือ,54,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 1
258,อำเภอกาบเชิง,Kap Choeng District,3206,ที่ว่าการอำเภอกาบเชิง,ที่ทำการปกครองอำเภอกาบเชิง,0112140332060,นายอำเภอ,นายอำเภอกาบเชิง,32,จังหวัดสุรินทร์,5,ภาคตะวันออกเฉียงเหนือ,54,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 1
259,อำเภอรัตนบุรี,Rattanaburi District,3207,ที่ว่าการอำเภอรัตนบุรี,ที่ทำการปกครองอำเภอรัตนบุรี,0112140332070,นายอำเภอ,นายอำเภอรัตนบุรี,32,จังหวัดสุรินทร์,5,ภาคตะวันออกเฉียงเหนือ,54,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 1
260,อำเภอสนม,Sanom District,3208,ที่ว่าการอำเภอสนม,ที่ทำการปกครองอำเภอสนม,0112140332080,นายอำเภอ,นายอำเภอสนม,32,จังหวัดสุรินทร์,5,ภาคตะวันออกเฉียงเหนือ,54,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 1
261,อำเภอศีขรภูมิ,Sikhoraphum District,3209,ที่ว่าการอำเภอศีขรภูมิ,ที่ทำการปกครองอำเภอศีขรภูมิ,0112140332090,นายอำเภอ,นายอำเภอศีขรภูมิ,32,จังหวัดสุรินทร์,5,ภาคตะวันออกเฉียงเหนือ,54,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 1
262,อำเภอสังขะ,Sangkha District,3210,ที่ว่าการอำเภอสังขะ,ที่ทำการปกครองอำเภอสังขะ,0112140332100,นายอำเภอ,นายอำเภอสังขะ,32,จังหวัดสุรินทร์,5,ภาคตะวันออกเฉียงเหนือ,54,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 1
263,อำเภอลำดวน,Lamduan District,3211,ที่ว่าการอำเภอลำดวน,ที่ทำการปกครองอำเภอลำดวน,0112140332110,นายอำเภอ,นายอำเภอลำดวน,32,จังหวัดสุรินทร์,5,ภาคตะวันออกเฉียงเหนือ,54,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 1
264,อำเภอสำโรงทาบ,Samrong Thap District,3212,ที่ว่าการอำเภอสำโรงทาบ,ที่ทำการปกครองอำเภอสำโรงทาบ,0112140332120,นายอำเภอ,นายอำเภอสำโรงทาบ,32,จังหวัดสุรินทร์,5,ภาคตะวันออกเฉียงเหนือ,54,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 1
265,อำเภอบัวเชด,Buachet District,3213,ที่ว่าการอำเภอบัวเชด,ที่ทำการปกครองอำเภอบัวเชด,0112140332130,นายอำเภอ,นายอำเภอบัวเชด,32,จังหวัดสุรินทร์,5,ภาคตะวันออกเฉียงเหนือ,54,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 1
266,อำเภอพนมดงรัก,Phanom Dong Rak District,3214,ที่ว่าการอำเภอพนมดงรัก,ที่ทำการปกครองอำเภอพนมดงรัก,0112140332140,นายอำเภอ,นายอำเภอพนมดงรัก,32,จังหวัดสุรินทร์,5,ภาคตะวันออกเฉียงเหนือ,54,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 1
267,อำเภอศรีณรงค์,Si Narong District,3215,ที่ว่าการอำเภอศรีณรงค์,ที่ทำการปกครองอำเภอศรีณรงค์,0112140332150,นายอำเภอ,นายอำเภอศรีณรงค์,32,จังหวัดสุรินทร์,5,ภาคตะวันออกเฉียงเหนือ,54,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 1
268,อำเภอเขวาสินรินทร์,Khwao Sinrin District,3216,ที่ว่าการอำเภอเขวาสินรินทร์,ที่ทำการปกครองอำเภอเขวาสินรินทร์,0112140332160,นายอำเภอ,นายอำเภอเขวาสินรินทร์,32,จังหวัดสุรินทร์,5,ภาคตะวันออกเฉียงเหนือ,54,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 1
269,อำเภอโนนนารายณ์,Non Narai District,3217,ที่ว่าการอำเภอโนนนารายณ์,ที่ทำการปกครองอำเภอโนนนารายณ์,0112140332170,นายอำเภอ,นายอำเภอโนนนารายณ์,32,จังหวัดสุรินทร์,5,ภาคตะวันออกเฉียงเหนือ,54,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 1
270,อำเภอเมืองศรีสะเกษ,Mueang Si Sa Ket District,3301,ที่ว่าการอำเภอเมืองศรีสะเกษ,ที่ทำการปกครองอำเภอเมืองศรีสะเกษ,0112140333010,นายอำเภอ,นายอำเภอเมืองศรีสะเกษ,33,จังหวัดศรีสะเกษ,5,ภาคตะวันออกเฉียงเหนือ,55,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 2
271,อำเภอยางชุมน้อย,Yang Chum Noi District,3302,ที่ว่าการอำเภอยางชุมน้อย,ที่ทำการปกครองอำเภอยางชุมน้อย,0112140333020,นายอำเภอ,นายอำเภอยางชุมน้อย,33,จังหวัดศรีสะเกษ,5,ภาคตะวันออกเฉียงเหนือ,55,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 2
272,อำเภอกันทรารมย์,Kanthararom District,3303,ที่ว่าการอำเภอกันทรารมย์,ที่ทำการปกครองอำเภอกันทรารมย์,0112140333030,นายอำเภอ,นายอำเภอกันทรารมย์,33,จังหวัดศรีสะเกษ,5,ภาคตะวันออกเฉียงเหนือ,55,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 2
273,อำเภอกันทรลักษ์,Kantharalak District,3304,ที่ว่าการอำเภอกันทรลักษ์,ที่ทำการปกครองอำเภอกันทรลักษ์,0112140333040,นายอำเภอ,นายอำเภอกันทรลักษ์,33,จังหวัดศรีสะเกษ,5,ภาคตะวันออกเฉียงเหนือ,55,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 2
274,อำเภอขุขันธ์,Khukhan District,3305,ที่ว่าการอำเภอขุขันธ์,ที่ทำการปกครองอำเภอขุขันธ์,0112140333050,นายอำเภอ,นายอำเภอขุขันธ์,33,จังหวัดศรีสะเกษ,5,ภาคตะวันออกเฉียงเหนือ,55,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 2
275,อำเภอไพรบึง,Phrai Bueng District,3306,ที่ว่าการอำเภอไพรบึง,ที่ทำการปกครองอำเภอไพรบึง,0112140333060,นายอำเภอ,นายอำเภอไพรบึง,33,จังหวัดศรีสะเกษ,5,ภาคตะวันออกเฉียงเหนือ,55,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 2
276,อำเภอปรางค์กู่,Prang Ku District,3307,ที่ว่าการอำเภอปรางค์กู่,ที่ทำการปกครองอำเภอปรางค์กู่,0112140333070,นายอำเภอ,นายอำเภอปรางค์กู่,33,จังหวัดศรีสะเกษ,5,ภาคตะวันออกเฉียงเหนือ,55,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 2
277,อำเภอขุนหาญ,Khun Han District,3308,ที่ว่าการอำเภอขุนหาญ,ที่ทำการปกครองอำเภอขุนหาญ,0112140333080,นายอำเภอ,นายอำเภอขุนหาญ,33,จังหวัดศรีสะเกษ,5,ภาคตะวันออกเฉียงเหนือ,55,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 2
278,อำเภอราษีไศล,Rasi Salai District,3309,ที่ว่าการอำเภอราษีไศล,ที่ทำการปกครองอำเภอราษีไศล,0112140333090,นายอำเภอ,นายอำเภอราษีไศล,33,จังหวัดศรีสะเกษ,5,ภาคตะวันออกเฉียงเหนือ,55,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 2
279,อำเภออุทุมพรพิสัย,Uthumphon Phisai District,3310,ที่ว่าการอำเภออุทุมพรพิสัย,ที่ทำการปกครองอำเภออุทุมพรพิสัย,0112140333100,นายอำเภอ,นายอำเภออุทุมพรพิสัย,33,จังหวัดศรีสะเกษ,5,ภาคตะวันออกเฉียงเหนือ,55,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 2
280,อำเภอบึงบูรพ์,Bueng Bun District,3311,ที่ว่าการอำเภอบึงบูรพ์,ที่ทำการปกครองอำเภอบึงบูรพ์,0112140333110,นายอำเภอ,นายอำเภอบึงบูรพ์,33,จังหวัดศรีสะเกษ,5,ภาคตะวันออกเฉียงเหนือ,55,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 2
281,อำเภอห้วยทับทัน,Huai Thap Than District,3312,ที่ว่าการอำเภอห้วยทับทัน,ที่ทำการปกครองอำเภอห้วยทับทัน,0112140333120,นายอำเภอ,นายอำเภอห้วยทับทัน,33,จังหวัดศรีสะเกษ,5,ภาคตะวันออกเฉียงเหนือ,55,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 2
282,อำเภอโนนคูณ,Non Khun District,3313,ที่ว่าการอำเภอโนนคูณ,ที่ทำการปกครองอำเภอโนนคูณ,0112140333130,นายอำเภอ,นายอำเภอโนนคูณ,33,จังหวัดศรีสะเกษ,5,ภาคตะวันออกเฉียงเหนือ,55,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 2
283,อำเภอศรีรัตนะ,Si Rattana District,3314,ที่ว่าการอำเภอศรีรัตนะ,ที่ทำการปกครองอำเภอศรีรัตนะ,0112140333140,นายอำเภอ,นายอำเภอศรีรัตนะ,33,จังหวัดศรีสะเกษ,5,ภาคตะวันออกเฉียงเหนือ,55,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 2
284,อำเภอน้ำเกลี้ยง,Nam Kliang District,3315,ที่ว่าการอำเภอน้ำเกลี้ยง,ที่ทำการปกครองอำเภอน้ำเกลี้ยง,0112140333150,นายอำเภอ,นายอำเภอน้ำเกลี้ยง,33,จังหวัดศรีสะเกษ,5,ภาคตะวันออกเฉียงเหนือ,55,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 2
285,อำเภอวังหิน,Wang Hin District,3316,ที่ว่าการอำเภอวังหิน,ที่ทำการปกครองอำเภอวังหิน,0112140333160,นายอำเภอ,นายอำเภอวังหิน,33,จังหวัดศรีสะเกษ,5,ภาคตะวันออกเฉียงเหนือ,55,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 2
286,อำเภอภูสิงห์,Phu Sing District,3317,ที่ว่าการอำเภอภูสิงห์,ที่ทำการปกครองอำเภอภูสิงห์,0112140333170,นายอำเภอ,นายอำเภอภูสิงห์,33,จังหวัดศรีสะเกษ,5,ภาคตะวันออกเฉียงเหนือ,55,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 2
287,อำเภอเมืองจันทร์,Mueang Chan District,3318,ที่ว่าการอำเภอเมืองจันทร์,ที่ทำการปกครองอำเภอเมืองจันทร์,0112140333180,นายอำเภอ,นายอำเภอเมืองจันทร์,33,จังหวัดศรีสะเกษ,5,ภาคตะวันออกเฉียงเหนือ,55,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 2
288,อำเภอเบญจลักษ์,Benchalak District,3319,ที่ว่าการอำเภอเบญจลักษ์,ที่ทำการปกครองอำเภอเบญจลักษ์,0112140333190,นายอำเภอ,นายอำเภอเบญจลักษ์,33,จังหวัดศรีสะเกษ,5,ภาคตะวันออกเฉียงเหนือ,55,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 2
289,อำเภอพยุห์,Phayu District,3320,ที่ว่าการอำเภอพยุห์,ที่ทำการปกครองอำเภอพยุห์,0112140333200,นายอำเภอ,นายอำเภอพยุห์,33,จังหวัดศรีสะเกษ,5,ภาคตะวันออกเฉียงเหนือ,55,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 2
290,อำเภอโพธิ์ศรีสุวรรณ,Pho Si Suwan District,3321,ที่ว่าการอำเภอโพธิ์ศรีสุวรรณ,ที่ทำการปกครองอำเภอโพธิ์ศรีสุวรรณ,0112140333210,นายอำเภอ,นายอำเภอโพธิ์ศรีสุวรรณ,33,จังหวัดศรีสะเกษ,5,ภาคตะวันออกเฉียงเหนือ,55,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 2
291,อำเภอศิลาลาด,Sila Lat District,3322,ที่ว่าการอำเภอศิลาลาด,ที่ทำการปกครองอำเภอศิลาลาด,0112140333220,นายอำเภอ,นายอำเภอศิลาลาด,33,จังหวัดศรีสะเกษ,5,ภาคตะวันออกเฉียงเหนือ,55,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 2
292,อำเภอเมืองอุบลราชธานี,Mueang Ubon Ratchathani District,3401,ที่ว่าการอำเภอเมืองอุบลราชธานี,ที่ทำการปกครองอำเภอเมืองอุบลราชธานี,0112140334010,นายอำเภอ,นายอำเภอเมืองอุบลราชธานี,34,จังหวัดอุบลราชธานี,5,ภาคตะวันออกเฉียงเหนือ,55,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 2
293,อำเภอศรีเมืองใหม่,Si Mueang Mai District,3402,ที่ว่าการอำเภอศรีเมืองใหม่,ที่ทำการปกครองอำเภอศรีเมืองใหม่,0112140334020,นายอำเภอ,นายอำเภอศรีเมืองใหม่,34,จังหวัดอุบลราชธานี,5,ภาคตะวันออกเฉียงเหนือ,55,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 2
294,อำเภอโขงเจียม,Khong Chiam District,3403,ที่ว่าการอำเภอโขงเจียม,ที่ทำการปกครองอำเภอโขงเจียม,0112140334030,นายอำเภอ,นายอำเภอโขงเจียม,34,จังหวัดอุบลราชธานี,5,ภาคตะวันออกเฉียงเหนือ,55,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 2
295,อำเภอเขื่องใน,Khueang Nai District,3404,ที่ว่าการอำเภอเขื่องใน,ที่ทำการปกครองอำเภอเขื่องใน,0112140334040,นายอำเภอ,นายอำเภอเขื่องใน,34,จังหวัดอุบลราชธานี,5,ภาคตะวันออกเฉียงเหนือ,55,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 2
296,อำเภอเขมราฐ,Khemarat District,3405,ที่ว่าการอำเภอเขมราฐ,ที่ทำการปกครองอำเภอเขมราฐ,0112140334050,นายอำเภอ,นายอำเภอเขมราฐ,34,จังหวัดอุบลราชธานี,5,ภาคตะวันออกเฉียงเหนือ,55,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 2
297,อำเภอเดชอุดม,Det Udom District,3407,ที่ว่าการอำเภอเดชอุดม,ที่ทำการปกครองอำเภอเดชอุดม,0112140334070,นายอำเภอ,นายอำเภอเดชอุดม,34,จังหวัดอุบลราชธานี,5,ภาคตะวันออกเฉียงเหนือ,55,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 2
298,อำเภอนาจะหลวย,Na Chaluai District,3408,ที่ว่าการอำเภอนาจะหลวย,ที่ทำการปกครองอำเภอนาจะหลวย,0112140334080,นายอำเภอ,นายอำเภอนาจะหลวย,34,จังหวัดอุบลราชธานี,5,ภาคตะวันออกเฉียงเหนือ,55,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 2
299,อำเภอน้ำยืน,Nam Yuen District,3409,ที่ว่าการอำเภอน้ำยืน,ที่ทำการปกครองอำเภอน้ำยืน,0112140334090,นายอำเภอ,นายอำเภอน้ำยืน,34,จังหวัดอุบลราชธานี,5,ภาคตะวันออกเฉียงเหนือ,55,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 2
300,อำเภอบุณฑริก,Buntharik District,3410,ที่ว่าการอำเภอบุณฑริก,ที่ทำการปกครองอำเภอบุณฑริก,0112140334100,นายอำเภอ,นายอำเภอบุณฑริก,34,จังหวัดอุบลราชธานี,5,ภาคตะวันออกเฉียงเหนือ,55,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 2
301,อำเภอตระการพืชผล,Trakan Phuet Phon District,3411,ที่ว่าการอำเภอตระการพืชผล,ที่ทำการปกครองอำเภอตระการพืชผล,0112140334110,นายอำเภอ,นายอำเภอตระการพืชผล,34,จังหวัดอุบลราชธานี,5,ภาคตะวันออกเฉียงเหนือ,55,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 2
302,อำเภอกุดข้าวปุ้น,Kut Khaopun District,3412,ที่ว่าการอำเภอกุดข้าวปุ้น,ที่ทำการปกครองอำเภอกุดข้าวปุ้น,0112140334120,นายอำเภอ,นายอำเภอกุดข้าวปุ้น,34,จังหวัดอุบลราชธานี,5,ภาคตะวันออกเฉียงเหนือ,55,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 2
303,อำเภอม่วงสามสิบ,Muang Sam Sip District,3414,ที่ว่าการอำเภอม่วงสามสิบ,ที่ทำการปกครองอำเภอม่วงสามสิบ,0112140334140,นายอำเภอ,นายอำเภอม่วงสามสิบ,34,จังหวัดอุบลราชธานี,5,ภาคตะวันออกเฉียงเหนือ,55,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 2
304,อำเภอวารินชำราบ,Warin Chamrap District,3415,ที่ว่าการอำเภอวารินชำราบ,ที่ทำการปกครองอำเภอวารินชำราบ,0112140334150,นายอำเภอ,นายอำเภอวารินชำราบ,34,จังหวัดอุบลราชธานี,5,ภาคตะวันออกเฉียงเหนือ,55,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 2
305,อำเภอพิบูลมังสาหาร,Phibun Mangsahan District,3419,ที่ว่าการอำเภอพิบูลมังสาหาร,ที่ทำการปกครองอำเภอพิบูลมังสาหาร,0112140334190,นายอำเภอ,นายอำเภอพิบูลมังสาหาร,34,จังหวัดอุบลราชธานี,5,ภาคตะวันออกเฉียงเหนือ,55,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 2
306,อำเภอตาลสุม,Tan Sum District,3420,ที่ว่าการอำเภอตาลสุม,ที่ทำการปกครองอำเภอตาลสุม,0112140334200,นายอำเภอ,นายอำเภอตาลสุม,34,จังหวัดอุบลราชธานี,5,ภาคตะวันออกเฉียงเหนือ,55,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 2
307,อำเภอโพธิ์ไทร,Pho Sai District,3421,ที่ว่าการอำเภอโพธิ์ไทร,ที่ทำการปกครองอำเภอโพธิ์ไทร,0112140334210,นายอำเภอ,นายอำเภอโพธิ์ไทร,34,จังหวัดอุบลราชธานี,5,ภาคตะวันออกเฉียงเหนือ,55,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนล่าง 2
